小区名字,总价（万元）,单价（元/平方）,建筑面积（m2）,套内面积（m2）,上架时间,上次交易时间,地区,
铭雅苑东区,350,27206,128.65,暂无数,2018/6/12,2010/4/19,余杭,三墩
求智弄,528,80378,65.69,65.69,2018/6/12,2000/12/4,西湖,学军
墩莳家园,188,29842,63,63,2018/6/14,2012/6/16,西湖,良渚
亲亲家园四期,420,36872,113.91,93.83,2018/6/15,2009/8/12,余杭,三墩
西文东苑,246,36483,67.43,51.63,2018/6/15,2012/8/31,下城,三塘
树园,245,46828,52.32,48.23,2018/6/16,2012/11/30,下城,建国北路
翠苑三区,215,43104,49.88,46.34,2018/6/18,2009/5/12,西湖,翠苑
马塍路13号,415,69225,59.95,暂无数,2018/6/19,2010/4/22,西湖,文三
金雅苑社区,290,32993,87.9,73.28,2018/6/19,2011/8/8,江干,九堡
金帝金色钱塘,530,38817,136.54,117.01,2018/6/22,2013/4/12,萧山,萧山新城区
建国南苑,229,43086,53.15,45.46,2018/6/24,2009/6/1,上城,鼓楼
文苑小区,340,41545,81.84,73.25,2018/6/24,1997/1/1,西湖,嘉绿
九莲新村,180,38577,46.66,暂无数,2018/6/24,2005/1/21,西湖,九莲
银爵世纪公寓,365,41012,89,67.63,2018/6/25,2011/11/8,滨江,浦沿
三里家园二区,340,37110,91.62,81.05,2018/6/26,2011/2/27,江干,三里亭
大关东三苑,223,40963,54.44,48.53,2018/6/26,2010/8/25,拱墅,大关
三里亭一区,210,39955,52.56,暂无数,2018/6/26,2013/9/17,江干,三里亭
天鸿君邑,600,43742,137.17,暂无数,2018/6/28,2011/9/6,滨江,浦沿
新浦路,225,39405,57.1,暂无数,2018/6/28,2005/10/24,滨江,浦沿
邱山小区,153,20842,73.41,暂无数,2018/7/1,2013/6/9,余杭,临平
东河锦园,796,47952,166,138.75,2018/7/1,2009/6/30,下城,潮鸣
铭雅苑东区,325,28059,115.83,暂无数,2018/7/2,2005/3/10,余杭,三墩
桃源春居,273,41642,65.56,53.46,2018/7/2,2010/12/9,西湖,嘉绿
春江花月,975,60851,160.23,137.11,2018/7/4,2012/7/13,上城,南星
闲林山水紫薇苑,245,27625,88.69,暂无数,2018/7/4,2010/11/4,余杭,闲林
马塍路13号,428,70118,61.04,61.04,2018/7/5,2008/7/1,西湖,文三
朝晖六区,328,43810,74.87,暂无数,2018/7/5,1999/10/19,下城,朝晖
高桥小区,183,27884,65.63,暂无数,2018/7/6,1993/8/8,萧山,萧山市区
香樟公寓,530,47339,111.96,暂无数,2018/7/7,2003/2/28,西湖,文三西路
大关东一苑,280,37146,75.38,暂无数,2018/7/7,2013/8/13,拱墅,大关
野风海天城,270,33203,81.32,64.15,2018/7/7,2010/4/12,下沙,沿江北
吉庆院,195,38116,51.16,46.17,2018/7/7,2011/5/23,拱墅,拱宸桥
蓝桥景苑,278,31459,88.37,暂无数,2018/7/8,2009/8/18,江干,九堡
宋都晨光国际,350,36843,95,68.1,2018/7/9,2012/7/6,下沙,沿江南
贺田尚城,395,39871,99.07,82.03,2018/7/9,2013/3/5,滨江,浦沿
黄鹤山居,168,21405,78.49,暂无数,2018/7/10,2010/5/9,余杭,星桥
钱江水晶城,595,66585,89.36,67.43,2018/7/10,2011/9/30,滨江,彩虹城
嘉泰馨庭,615,51106,120.34,92.86,2018/7/10,2011/1/27,拱墅,桥西
万家花城一期,720,49130,146.55,111.42,2018/7/11,2009/12/23,拱墅,申花
理想康城国际,275,30917,88.95,69.21,2018/7/11,2012/4/13,余杭,临平
钱江六苑,480,61374,78.21,62.38,2018/7/12,2006/11/17,江干,钱江新城
浦沿教工宿舍,270,32224,83.79,76.29,2018/7/12,2013/5/23,滨江,浦沿
武林门新村,470,64819,72.51,暂无数,2018/7/13,2001/3/26,西湖,文三
三宝新村,325,38101,85.3,暂无数,2018/7/14,2007/8/30,拱墅,信义坊
温馨人家,575,46680,123.18,100.79,2018/7/14,2013/7/23,滨江,滨江区政府
十五家园,296,41574,71.2,暂无数,2018/7/14,2001/1/3,下城,丝绸城
塘河新村,220,38168,57.64,暂无数,2018/7/14,2012/7/23,拱墅,信义坊
中海金溪园,385,43259,89,暂无数,2018/7/15,2012/5/20,西湖,三墩
世茂江滨花园峻景湾,245,28272,86.66,暂无数,2018/7/15,2012/4/28,下沙,沿江南
翠苑四区,240,43384,55.32,暂无数,2018/7/16,2004/7/28,西湖,翠苑
众安景海湾,280,31122,89.97,68.28,2018/7/16,2013/8/26,萧山,萧山开发区
良渚文化村白鹭郡东,370,32411,114.16,100.89,2018/7/16,2011/7/19,余杭,良渚
云龙公寓,815,50139,162.55,暂无数,2018/7/16,2007/6/10,下城,潮鸣
天湖公寓,435,34800,125,暂无数,2018/7/17,2007/12/27,西湖,文一西路
翠苑三区,258,46014,56.07,53.12,2018/7/18,2013/4/1,西湖,翠苑
蓝桥名苑,260,26957,96.45,暂无数,2018/7/18,2007/7/29,江干,九堡
明珠公寓,680,43153,157.58,暂无数,2018/7/18,2004/1/3,西湖,翠苑
广厦天都城天河苑,190,22630,83.96,73.61,2018/7/19,2010/11/29,余杭,星桥
广宇上东领地,225,34258,65.68,51.74,2018/7/19,2010/1/8,江干,丁桥
金秋花园,280,44480,62.95,暂无数,2018/7/21,2008/1/8,江干,华家池
小河下小区,203,42665,47.58,暂无数,2018/7/22,2010/6/22,上城,潮鸣
清水公寓,485,55008,88.17,67.5,2018/7/22,2011/1/21,拱墅,德胜
三里亭苑四区,155,44173,35.09,29.04,2018/7/22,2011/7/7,江干,三里亭
广厦天都城天月苑,260,21851,118.99,暂无数,2018/7/22,2007/1/5,余杭,星桥
东新园新湖苑,430,33083,129.98,暂无数,2018/7/22,2005/7/27,下城,三塘
教工路65号院,280,42348,66.12,暂无数,2018/7/23,2000/8/17,西湖,九莲
保亿风景蝶院观园,348,42295,82.28,暂无数,2018/7/23,2012/8/17,滨江,白马湖
良渚文化村白鹭郡东,370,32174,115,100,2018/7/24,2013/9/4,余杭,良渚
文三新村,420,66215,63.43,暂无数,2018/7/25,2005/7/13,西湖,文三
复兴南苑,390,36415,107.1,暂无数,2018/7/25,2008/7/31,上城,复兴
亲亲家园二期,320,33985,94.16,暂无数,2018/7/26,2009/7/6,余杭,三墩
龙湖滟澜山丽轩一期,300,38810,77.3,暂无数,2018/7/26,2012/12/13,下沙,金沙湖
南肖埠社区,250,46642,53.6,暂无数,2018/7/26,2007/1/10,江干,南肖埠
中海紫藤苑,346,39194,88.28,68.14,2018/7/26,2011/5/14,西湖,三墩
四宜路14号,395,53271,74.15,暂无数,2018/7/27,1997/10/9,上城,清波
四条巷,805,65262,123.35,103.69,2018/7/28,2004/4/5,上城,清波
金田花园,290,33117,87.57,78.88,2018/7/28,2009/3/9,西湖,文三西路
景芳新五区,318,47350,67.16,暂无数,2018/7/28,2013/8/17,江干,景芳
翠苑三区,185,43489,42.54,暂无数,2018/7/29,2009/9/7,西湖,翠苑
野风海天城,270,29033,93,暂无数,2018/7/29,2015/12/4,下沙,沿江北
华惠家园,175,15185,115.25,暂无数,2018/7/29,2008/7/1,余杭,临平
天成嘉苑,500,42982,116.33,97.01,2018/7/31,2006/2/8,江干,三里亭
观音塘小区,250,47902,52.19,50,2018/8/1,2005/8/1,江干,四季青
庆云居,335,38108,87.91,76.91,2018/8/1,2011/4/5,拱墅,和睦
黄龙公寓,340,37841,89.85,80.93,2018/8/2,2010/7/23,西湖,古荡
西荡苑梨苑,420,45812,91.68,81.15,2018/8/3,2008/12/22,西湖,文三西路
元都新景公寓,295,32262,91.44,暂无数,2018/8/3,2008/2/2,下城,石桥
绿城风华苑,188,21396,87.87,暂无数,2018/8/3,2017/10/25,余杭,临平
后珠美都雅苑,215,23734,90.59,72.11,2018/8/3,2012/8/20,江干,丁桥
星雅嘉园逸景苑,232,23124,100.33,暂无数,2018/8/4,2008/1/16,余杭,星桥
紫金公寓,248,49950,49.65,暂无数,2018/8/4,2010/11/10,西湖,文三西路
北干一苑,235,31155,75.43,71.74,2018/8/4,2006/9/28,萧山,萧山市区
皇亲苑,620,57659,107.53,暂无数,2018/8/4,2003/9/26,下城,天水
华盛星洲翠谷,215,24466,87.88,77.09,2018/8/4,2008/6/28,余杭,小和山
凯德视界,345,47851,72.1,56.67,2018/8/5,2010/5/18,拱墅,桥西
东海水景城,205,28632,71.6,53.25,2018/8/5,2011/6/1,余杭,临平
蚕花园永和坊,305,37734,80.83,64.51,2018/8/5,2003/8/14,拱墅,拱宸桥
仓基新村,200,38888,51.43,暂无数,2018/8/6,2013/8/6,拱墅,信义坊
定海西园,270,40590,66.52,暂无数,2018/8/6,2008/2/13,拱墅,拱宸桥
锦都世家,380,46319,82.04,66.82,2018/8/6,2010/8/6,上城,四季青
闸弄口新村,210,43479,48.3,暂无数,2018/8/6,2010/10/2,江干,闸弄口
中江花园,575,44484,129.26,暂无数,2018/8/7,1999/8/3,下城,建国北路
三里亭苑四区,205,39130,52.39,暂无数,2018/8/7,2006/4/26,江干,三里亭
下宁巷,666,85189,78.18,暂无数,2018/8/8,2010/12/5,西湖,学军
新江花园,190,35409,53.66,47.26,2018/8/8,2010/8/1,江干,九堡
元都新景公寓,280,30568,91.6,72.62,2018/8/8,2011/5/6,下城,石桥
朝晖九区,340,48510,70.09,62.1,2018/8/8,2011/4/13,下城,朝晖
世茂江滨花园碧景湾,280,31646,88.48,63.61,2018/8/8,2010/9/19,下沙,沿江南
凤亭院,208,36795,56.53,51.01,2018/8/8,2012/11/29,拱墅,拱宸桥
康乐新村,280,42893,65.28,58.88,2018/8/9,2010/12/2,西湖,文三西路
丁桥颐景园,400,34687,115.32,91.34,2018/8/9,2013/2/19,江干,丁桥
华瑞湘湖美地,380,30750,123.58,暂无数,2018/8/9,2010/8/1,萧山,湘湖
华盛星洲翠谷,220,26456,83.16,暂无数,2018/8/9,2012/6/19,余杭,小和山
倾城之恋,720,47276,152.3,暂无数,2018/8/9,2010/10/15,滨江,滨江区政府
物华小区,285,41144,69.27,暂无数,2018/8/10,2003/7/31,西湖,嘉绿
广宇上东臻品,280,33334,84,暂无数,2018/8/10,2012/7/18,江干,丁桥
复地连城国际,240,27043,88.75,暂无数,2018/8/11,2013/12/13,余杭,乔司
西溪华东园,470,33813,139,113.64,2018/8/11,2016/3/15,余杭,翡翠城
风景蝶院留园,510,42303,120.56,92.23,2018/8/12,2012/9/21,滨江,白马湖
竹海水韵,308,23790,129.47,暂无数,2018/8/12,2009/5/27,余杭,闲林
金沙学府,405,30844,131.31,暂无数,2018/8/13,2010/3/30,下沙,高教园区东
圣奥领寓,320,36652,87.31,暂无数,2018/8/13,2012/6/28,江干,九堡
翡翠城,304,34915,87.07,68.32,2018/8/13,2012/8/28,余杭,翡翠城
广宇东承府,168,33091,50.77,38.43,2018/8/15,2013/1/26,江干,丁桥
锅子弄,335,54668,61.28,56.36,2018/8/16,2004/4/13,上城,潮鸣
景冉佳园,218,34703,62.82,暂无数,2018/8/16,2012/8/15,下沙,高教园区东
耀江文鼎苑,680,78161,87,暂无数,2018/8/16,2011/1/11,西湖,申花
翠苑五区,392,45329,86.48,暂无数,2018/8/17,2000/3/28,西湖,翠苑
朝晖四区,310,41400,74.88,69.86,2018/8/17,2011/4/28,下城,朝晖
万家花园万和苑,416,47413,87.74,暂无数,2018/8/18,2010/12/8,江干,闸弄口
后珠美邻嘉苑,240,28702,83.62,暂无数,2018/8/18,2015/9/16,江干,丁桥
北景园荷风苑,268,29319,91.41,暂无数,2018/8/18,2007/7/20,下城,石桥
闲林山水紫薇苑,270,30561,88.35,暂无数,2018/8/19,2011/6/10,余杭,闲林
铭和苑柳翠坊,235,24924,94.29,暂无数,2018/8/19,2009/10/15,下沙,金沙湖
金隅观澜时代瀚庭,280,31528,88.81,69.61,2018/8/19,2012/8/12,下沙,沿江南
翠苑四区,228,43940,51.89,47.34,2018/8/19,2009/4/7,西湖,翠苑
翠苑二区,240,43058,55.74,暂无数,2018/8/19,2000/8/9,西湖,翠苑
白马尊邸,320,38301,83.55,69.34,2018/8/20,2011/10/9,西湖,三墩
三里家园一区,259,39542,65.5,65.19,2018/8/20,2012/8/1,下城,三里亭
北景园莲趣苑,210,33260,63.14,52.6,2018/8/22,2008/8/20,下城,石桥
绿城桃源小镇,211,24647,85.61,暂无数,2018/8/23,2010/4/26,余杭,小和山
艮山福居,560,49353,113.47,暂无数,2018/8/23,2006/5/30,下城,流水苑
叶家弄,298,43296,68.83,暂无数,2018/8/26,2000/2/3,上城,潮鸣
玺之湾,280,31380,89.23,暂无数,2018/8/27,2014/10/30,江干,丁桥
翠苑四区,308,43957,70.07,暂无数,2018/8/29,2003/5/7,西湖,翠苑
通和都市枫林,420,32336,129.89,暂无数,2018/9/3,2007/8/10,下城,石桥
彩虹城,558,43179,129.23,暂无数,2018/9/6,2008/11/20,滨江,彩虹城
三宝新村,200,42177,47.42,暂无数,2018/9/6,2016/3/24,拱墅,信义坊
和睦新村,232,38196,60.74,56.21,2018/9/7,2000/7/14,拱墅,和睦
蓝天城市花园,450,43597,103.22,91.67,2018/9/7,2014/10/21,江干,三里亭
欣盛东方郡西区,485,54495,89,69.6,2018/9/7,2012/10/9,滨江,滨江区政府
景芳四区,260,45320,57.37,暂无数,2018/9/9,1998/2/19,江干,景芳
龙湖滟澜山澜轩,260,43356,59.97,46.91,2018/9/9,2014/10/17,下沙,金沙湖
万家星城,350,44109,79.35,暂无数,2018/9/10,2016/12/23,下城,三塘
坤和西溪里,630,51678,121.91,98.68,2018/9/11,2015/9/28,西湖,西溪
阳光逸城,190,30815,61.66,暂无数,2018/9/13,2013/4/2,江干,丁桥
华元云水苑,69,14349,48.09,36.97,2018/9/14,2010/4/29,下沙,高教园区东
三塘北村,175,40831,42.86,36.26,2018/9/15,2011/1/25,下城,三塘
城市之星,1400,48283,289.96,229.82,2017/9/4,2013/7/1,江干,钱江新城
新金都城市花园,730,52727,138.45,暂无数,2017/11/1,1998/3/5,西湖,文一西路
桂花城,998,63567,157,暂无数,2017/11/9,2006/6/21,西湖,文一西路
君尚金座,253,41422,61.08,60,2017/11/13,2014/12/19,滨江,滨江区政府
中兴花园,550,42639,128.99,107.28,2017/11/27,2013/12/25,滨江,滨江区政府
中天西城纪,168,40590,41.39,30.64,2017/11/28,2014/5/30,拱墅,申花
望梅路588号,140,11704,119.62,暂无数,2018/1/16,2016/1/20,余杭,临平
中天西城纪,160,39782,40.22,30.24,2018/2/28,2014/6/5,拱墅,申花
新天地世嘉新座,328,42052,78,暂无数,2018/3/7,2016/7/8,下城,三塘
钛合国际,128,23695,54.02,36.19,2018/3/7,2008/12/8,下城,流水苑
金海公寓,295,42041,70.17,62.71,2018/3/21,2015/11/18,西湖,文三西路
金沙湖1号,135,32531,41.5,暂无数,2018/4/24,2017/11/10,下沙,金沙湖
中天西城纪,238,36616,65,47.52,2018/5/5,2014/8/26,拱墅,申花
马塍路37号,530,94239,56.24,50,2018/6/7,1995/6/28,西湖,学军
梅苑阁小区,686,49891,137.5,120,2018/6/8,1999/6/16,西湖,文教
积家,130,31942,40.7,27.26,2018/6/18,2014/7/25,滨江,浦沿
西溪诚园明礼苑,480,32680,146.88,131.38,2018/7/3,2016/7/11,西湖,西溪
西鉴枫景,450,50842,88.51,70.8,2018/7/8,2010/4/1,西湖,文三西路
宝龙城市广场,98,22273,44,暂无数,2018/8/5,2015/8/8,下沙,高教园区东
武林门新村,440,68133,64.58,暂无数,2018/8/20,2017/4/28,西湖,文三
景芳水湘苑,355,45937,77.28,暂无数,2018/8/24,2016/11/3,江干,景芳
融创东南海,225,28777,78.19,61.18,2018/8/24,2018/4/13,萧山,萧山开发区
大华海派风景,275,32041,85.83,暂无数,2018/8/25,2018/8/6,余杭,万达广场
天城府,405,45888,88.26,暂无数,2018/8/25,2018/4/8,江干,火车东站
天鸿香榭里,310,34495,89.87,暂无数,2018/8/30,2018/3/14,拱墅,万达广场
保利霞飞郡,380,42616,89.17,69.72,2016/10/19,2015/11/26,萧山,萧山新城区
嘉里桦枫居,450,33430,134.61,109.26,2017/5/15,2011/6/7,下城,石桥
联合格里,387,30024,128.9,103.4,2017/8/8,2012/9/6,江干,丁桥
外东山弄,490,59742,82.02,77.04,2017/8/22,2009/12/30,西湖,黄龙
良渚文化村白鹭郡北,415,33071,125.49,113,2017/8/24,2016/8/25,余杭,良渚
云河大厦,192,37648,51,36.27,2017/10/11,2009/11/2,拱墅,信义坊
双荡新村,316,40322,78.37,68,2017/10/20,1999/3/29,拱墅,信义坊
金地自在城,370,41574,89,70.79,2017/11/1,2013/6/7,西湖,三墩
坤和和家园,870,45322,191.96,163.27,2017/12/20,2014/4/30,西湖,西溪
万科魅力之城,450,32506,138.44,116.15,2018/1/14,2009/12/4,江干,九堡
春丰苑,460,45831,100.37,91.42,2018/1/15,2011/9/1,下城,建国北路
亲亲家园二期,310,24341,127.36,暂无数,2018/1/17,2007/8/1,余杭,三墩
绿城西溪融庄,518,42111,123.01,108.22,2018/1/20,2015/11/30,余杭,西溪
三江花园,430,22112,194.47,179.37,2018/3/5,2011/1/19,萧山,闻堰
山水人家诗家谷,560,43455,128.87,暂无数,2018/3/11,2003/3/10,西湖,文三西路
凤凰南苑,348,55949,62.2,暂无数,2018/3/11,2015/10/19,上城,南星
复地连城国际,228,24158,94.38,暂无数,2018/3/12,2017/5/12,余杭,乔司
闲林山水木兰苑,240,24743,97,85,2018/3/28,2006/12/6,余杭,闲林
翠苑五区,268,41029,65.32,49.86,2018/4/19,2010/7/27,西湖,翠苑
风景蝶院留园,350,40014,87.47,62.92,2018/4/22,2012/3/30,滨江,白马湖
中粮云涛名苑,303,34558,87.68,67.12,2018/5/5,2014/9/10,萧山,闻堰
星汇荣邸,343,39353,87.16,暂无数,2018/5/20,2015/8/20,滨江,浦沿
青枫墅园,260,29178,89.11,70.36,2018/5/20,2015/7/3,余杭,闲林
闲林山水梅兰苑,235,30106,78.06,暂无数,2018/5/25,2014/12/23,余杭,闲林
金盛曼城,340,39939,85.13,60.56,2018/5/26,2011/7/6,滨江,浦沿
金帝金色钱塘,365,40529,90.06,76.08,2018/5/27,2013/12/20,萧山,萧山新城区
翡翠城,480,37500,128,暂无数,2018/6/4,2016/4/8,余杭,翡翠城
青年路小区,269,50976,52.77,47.6,2018/6/8,2011/6/8,上城,湖滨
金色黎明三期,418,47674,87.68,70.92,2018/7/8,2016/7/13,江干,笕桥
金色蓝庭,520,59874,86.85,67.43,2018/7/10,2015/8/13,西湖,嘉绿
富力西溪悦居溪区,380,42697,89,暂无数,2018/7/20,2017/5/24,余杭,未来科技城
富越香溪,1200,47764,251.24,224.07,2018/7/21,2014/1/17,西湖,西溪
广厦天都城天河苑,150,26758,56.06,47.75,2018/7/21,2010/10/18,余杭,星桥
爵士风情花园,210,26231,80.06,暂无数,2018/7/23,2012/6/14,余杭,闲林
新风丽都北苑,258,43398,59.45,50,2018/7/25,2012/7/11,江干,火车东站
世茂江滨花园峻景湾,245,27841,88,66.38,2018/7/29,2012/10/22,下沙,沿江南
保利东湾,277,29456,94.04,暂无数,2018/8/18,2012/7/30,下沙,沿江南
金地天逸,430,43735,98.32,77.86,2018/8/28,2016/6/12,萧山,萧山市区
左邻右舍,285,33330,85.51,暂无数,2018/8/30,2009/3/31,江干,九堡
天阳美林湾,420,38889,108,87.18,2018/7/11,2010/1/8,拱墅,申花
吉庆院,185,41471,44.61,40.25,2018/8/7,2004/1/5,拱墅,拱宸桥
马塍路35号,550,81846,67.2,61.3,2018/8/11,2015/3/6,西湖,学军
滨江西溪之星,368,41122,89.49,暂无数,2018/8/16,2018/8/7,余杭,西溪
毓秀家园,200,21773,91.86,暂无数,2017/10/3,2010/10/22,余杭,临平
绿城翡翠湾,410,37348,109.78,91.4,2017/11/19,2016/7/15,余杭,翡翠城
大华海派风景,320,37768,84.73,69.49,2017/12/26,2012/3/6,余杭,万达广场
水澄花园北苑,650,43875,148.15,118.78,2018/1/2,2007/1/6,上城,复兴
西湖花园南苑,360,33611,107.11,95,2018/1/27,2008/4/5,西湖,之江
西溪河东,780,60111,129.76,暂无数,2018/2/25,2013/7/16,西湖,学军
复地黄龙和山,320,42850,74.68,暂无数,2018/3/6,2016/8/2,西湖,西溪
华元美林公馆,320,35887,89.17,暂无数,2018/3/28,2014/11/10,余杭,西溪
都市水乡水映苑,330,32800,100.61,暂无数,2018/3/29,2006/3/30,拱墅,三墩
采荷小区翠柳邨,385,56139,68.58,暂无数,2018/4/2,2016/6/21,江干,采荷
文苑小区,350,43339,80.76,暂无数,2018/4/6,2001/6/14,西湖,嘉绿
恩济花苑,628,43776,143.46,暂无数,2018/4/8,2016/8/15,西湖,文一西路
嘉绿青苑,486,49261,98.66,83.15,2018/4/9,2010/10/13,西湖,嘉绿
三里家园一区,460,37576,122.42,暂无数,2018/4/10,2010/4/7,下城,三里亭
赞成乐山红叶,210,23633,88.86,64.14,2018/4/11,2015/8/24,余杭,闲林
钱江湾花园,690,41562,166.02,142.22,2018/4/14,2006/8/22,滨江,浦沿
三里新城荷苑,345,38997,88.47,暂无数,2018/4/16,2013/1/1,江干,三里亭
都市阳光嘉苑,205,32396,63.28,50.9,2018/4/16,2014/4/16,西湖,良渚
新安天苑,510,34577,147.5,暂无数,2018/4/16,2016/2/1,拱墅,桥西
美之园西区,350,25363,138,暂无数,2018/4/17,2005/9/20,萧山,湘湖
中大凤栖花园,698,53214,131.17,118.61,2018/4/19,2009/7/8,下城,潮鸣
朗诗国际街区,235,28952,81.17,64.5,2018/4/23,2011/7/6,下沙,沿江北
大华海派风景,310,34989,88.6,73.93,2018/4/27,2013/9/17,余杭,万达广场
元都新苑,272,30892,88.05,69.29,2018/5/1,2013/6/6,下城,石桥
三里家园一区,215,42026,51.16,44.98,2018/5/4,2014/2/27,下城,三里亭
铭雅苑东区,140,33501,41.79,暂无数,2018/5/10,2005/9/1,余杭,三墩
外东山弄,408,67887,60.1,50,2018/5/10,2009/9/9,西湖,黄龙
近江家园六园,470,46160,101.82,83.77,2018/5/16,2013/10/18,上城,近江
和新南苑,275,42936,64.05,49.78,2018/5/20,2011/6/27,拱墅,和睦
铁路新村,400,46480,86.06,79.69,2018/5/21,2004/5/4,西湖,黄龙
瑞立东方花城,390,44208,88.22,暂无数,2018/5/26,2016/8/3,滨江,西兴
新中宇维萨,420,46986,89.39,65.94,2018/5/26,2015/5/19,江干,城东新城
三里亭苑三区,220,43599,50.46,44.68,2018/5/26,2011/5/10,江干,三里亭
泰和苑,400,42378,94.39,暂无数,2018/5/27,2001/11/2,下城,潮鸣
世茂江滨花园碧景湾,290,32269,89.87,暂无数,2018/6/3,2014/6/1,下沙,沿江南
中山北路小区,280,45264,61.86,暂无数,2018/6/6,2016/8/11,下城,朝晖
广悦公寓,265,25599,103.52,93.11,2018/6/6,2018/5/24,萧山,南部卧城
金牛坊,385,46820,82.23,62.01,2018/6/9,2012/2/16,江干,采荷
欧美金融城,400,40817,98,暂无数,2018/6/10,2016/7/11,余杭,未来科技城
良渚文化村探梅里B,270,32927,82,暂无数,2018/6/10,2015/4/22,余杭,良渚
枫华府第,440,49567,88.77,暂无数,2018/6/12,2014/1/14,西湖,翠苑
石灰桥新村,380,58444,65.02,暂无数,2018/6/13,1995/12/7,西湖,文教
顺发康庄,510,31929,159.73,暂无数,2018/6/15,2015/10/22,萧山,钱江世纪城
天运花园,650,44893,144.79,118.13,2018/6/15,2007/9/4,江干,闸弄口
贺田尚城,535,38177,140.14,116.41,2018/6/16,2010/12/30,滨江,浦沿
杭州碧桂园,248,27866,89,65.92,2018/6/17,2015/11/13,下沙,大学城北
金都华府,515,49067,104.96,暂无数,2018/6/17,2008/7/2,上城,雄镇楼
百井坊巷,330,57895,57,暂无数,2018/6/20,2005/8/24,下城,天水
耀翔悦尚,460,37886,121.42,暂无数,2018/6/20,2016/6/24,拱墅,万达广场
光复路小区,268,45217,59.27,暂无数,2018/6/22,2015/8/11,上城,湖滨
嘉绿西苑,546,47001,116.17,暂无数,2018/6/22,2013/10/8,西湖,嘉绿
翡翠城,618,36353,170,暂无数,2018/6/23,2008/6/23,余杭,翡翠城
富丽花园,345,42290,81.58,暂无数,2018/6/23,1997/7/15,西湖,文三西路
绿城西溪融庄,590,44997,131.12,113.3,2018/6/24,2016/8/28,余杭,西溪
